,average,sd,score
val2017/000000119088.jpg,128.775,32.322,0.876
val2017/000000389684.jpg,128.308,53.816,0.835
val2017/000000296222.jpg,129.377,75.274,0.845
val2017/000000481390.jpg,131.168,73.108,0.913
val2017/000000105264.jpg,130.073,79.927,0.897
val2017/000000324715.jpg,131.53,47.295,0.0
val2017/000000200162.jpg,127.004,78.946,0.013
val2017/000000468954.jpg,122.094,65.394,0.72
val2017/000000384513.jpg,127.033,63.764,0.031
val2017/000000378139.jpg,129.236,57.629,0.617
val2017/000000221281.jpg,132.385,70.307,0.21
val2017/000000350023.jpg,126.294,72.411,0.407
val2017/000000261982.jpg,129.052,99.136,0.603
val2017/000000015597.jpg,129.473,63.589,0.878
val2017/000000383339.jpg,127.258,51.235,0.433
val2017/000000330396.jpg,127.967,66.032,0.842
val2017/000000393093.jpg,127.388,86.443,0.617
val2017/000000519522.jpg,126.615,91.833,0.104
val2017/000000179174.jpg,127.386,60.475,0.884
val2017/000000370042.jpg,127.755,65.686,0.029
val2017/000000396568.jpg,130.426,65.6,0.0
val2017/000000137727.jpg,128.402,78.039,0.691
val2017/000000177213.jpg,134.942,83.614,0.416
val2017/000000550084.jpg,127.188,60.02,0.021
val2017/000000428867.jpg,130.158,77.673,0.018
val2017/000000002923.jpg,129.537,36.254,0.199
val2017/000000307598.jpg,127.869,59.759,0.014
val2017/000000554266.jpg,128.988,79.235,0.414
val2017/000000153797.jpg,138.384,34.513,0.898
val2017/000000355240.jpg,130.877,54.693,0.004
val2017/000000303499.jpg,127.486,69.56,0.795
val2017/000000573094.jpg,130.219,52.565,0.286
val2017/000000077396.jpg,131.592,44.83,0.009
val2017/000000117744.jpg,128.709,62.343,0.894
val2017/000000580418.jpg,130.447,71.24,0.035
val2017/000000579321.jpg,128.808,64.308,0.401
val2017/000000232649.jpg,128.518,57.371,0.73
val2017/000000388903.jpg,129.285,64.559,0.837
val2017/000000493864.jpg,128.127,50.569,0.898
val2017/000000109900.jpg,131.756,57.175,0.865
val2017/000000512836.jpg,129.004,50.279,0.727
val2017/000000013348.jpg,124.852,56.122,0.599
val2017/000000006894.jpg,128.316,60.847,0.626
val2017/000000447187.jpg,131.986,60.703,0.814
val2017/000000554735.jpg,138.817,41.0,0.309
val2017/000000369812.jpg,128.399,67.76,0.657
val2017/000000459809.jpg,125.062,11.041,0.436
val2017/000000278705.jpg,128.169,63.554,0.901
val2017/000000078915.jpg,136.107,52.579,0.712
val2017/000000538458.jpg,128.79,81.9,0.845
val2017/000000464786.jpg,131.367,58.231,0.217
val2017/000000301376.jpg,127.613,91.981,0.871
val2017/000000301563.jpg,127.752,74.608,0.879
val2017/000000414170.jpg,129.139,70.238,0.925
val2017/000000252716.jpg,134.257,70.593,0.848
val2017/000000214720.jpg,129.403,67.764,0.843
val2017/000000454750.jpg,130.114,92.797,0.0
val2017/000000341469.jpg,127.186,69.269,0.886
val2017/000000039551.jpg,137.94,35.968,0.857
val2017/000000574520.jpg,130.995,72.676,0.76
val2017/000000354307.jpg,130.104,76.824,0.427
val2017/000000264968.jpg,133.049,53.424,0.9
val2017/000000380711.jpg,131.495,31.944,0.777
val2017/000000543047.jpg,128.974,53.087,0.093
val2017/000000163562.jpg,129.564,63.465,0.695
val2017/000000153782.jpg,122.818,56.873,0.004
val2017/000000173057.jpg,127.285,63.036,0.853
val2017/000000366141.jpg,133.218,51.054,0.256
val2017/000000381360.jpg,129.411,66.814,0.834
val2017/000000397681.jpg,134.38,66.546,0.632
val2017/000000569976.jpg,133.928,79.008,0.75
val2017/000000034417.jpg,133.738,51.119,0.736
val2017/000000090284.jpg,136.904,45.16,0.801
val2017/000000092416.jpg,131.997,87.014,0.841
val2017/000000465806.jpg,129.24,63.633,0.523
val2017/000000234366.jpg,125.752,56.621,0.003
val2017/000000338624.jpg,129.311,73.226,0.912
val2017/000000042563.jpg,128.344,85.034,0.002
val2017/000000052507.jpg,129.439,32.033,0.838
val2017/000000077595.jpg,126.436,49.498,0.001
val2017/000000383676.jpg,133.321,65.845,0.018
val2017/000000039484.jpg,130.266,87.751,0.809
val2017/000000476704.jpg,127.838,78.681,0.259
val2017/000000475191.jpg,138.543,54.109,0.794
val2017/000000161861.jpg,132.956,20.27,0.858
val2017/000000022935.jpg,130.865,52.234,0.871
val2017/000000198510.jpg,133.41,108.245,0.685
val2017/000000217285.jpg,127.863,58.712,0.857
val2017/000000361730.jpg,124.872,45.106,0.83
val2017/000000032941.jpg,131.35,61.558,0.713
val2017/000000516143.jpg,127.763,58.849,0.649
val2017/000000559547.jpg,128.908,56.465,0.866
val2017/000000101068.jpg,133.726,57.504,0.683
val2017/000000144706.jpg,128.411,61.858,0.004
val2017/000000149568.jpg,132.257,64.049,0.708
val2017/000000292456.jpg,133.671,92.391,0.83
val2017/000000565563.jpg,130.698,77.407,0.286
val2017/000000424135.jpg,132.602,63.122,0.572
val2017/000000212166.jpg,132.928,58.207,0.832
val2017/000000406611.jpg,125.419,66.308,0.789
val2017/000000296231.jpg,130.544,82.796,0.763
val2017/000000500049.jpg,131.82,60.36,0.365
val2017/000000322968.jpg,127.049,62.311,0.61
val2017/000000183127.jpg,128.939,54.518,0.795
val2017/000000344888.jpg,134.896,44.139,0.013
val2017/000000242287.jpg,132.131,49.662,0.002
val2017/000000532575.jpg,130.174,89.556,0.002
val2017/000000367680.jpg,129.262,68.029,0.761
val2017/000000568147.jpg,130.346,60.663,0.45
val2017/000000172649.jpg,126.032,23.195,0.926
val2017/000000424975.jpg,129.396,75.233,0.825
val2017/000000555972.jpg,131.678,49.981,0.049
val2017/000000060507.jpg,132.573,36.328,0.859
val2017/000000180792.jpg,132.703,51.865,0.002
val2017/000000345466.jpg,138.599,49.969,0.879
val2017/000000468124.jpg,135.169,60.175,0.375
val2017/000000137950.jpg,132.395,65.992,0.002
val2017/000000263679.jpg,125.762,48.482,0.827
val2017/000000577959.jpg,129.081,47.484,0.597
val2017/000000338532.jpg,131.179,72.641,0.387
val2017/000000445675.jpg,130.967,38.891,0.001
val2017/000000509008.jpg,135.108,76.063,0.026
val2017/000000492284.jpg,135.916,62.224,0.72
val2017/000000007278.jpg,131.608,45.515,0.607
val2017/000000456865.jpg,133.416,58.554,0.36
val2017/000000485237.jpg,129.996,51.71,0.244
val2017/000000029984.jpg,131.001,29.317,0.791
val2017/000000130599.jpg,130.049,60.09,0.861
val2017/000000070254.jpg,129.377,59.651,0.83
val2017/000000169996.jpg,131.113,61.295,0.807
val2017/000000568981.jpg,132.89,52.558,0.824
val2017/000000187990.jpg,133.149,62.43,0.789
val2017/000000359540.jpg,136.297,41.655,0.901
val2017/000000345361.jpg,135.362,55.98,0.844
val2017/000000104782.jpg,122.041,41.255,0.004
val2017/000000312237.jpg,130.668,42.244,0.776
val2017/000000190676.jpg,131.053,66.963,0.809
val2017/000000460841.jpg,130.956,66.931,0.332
val2017/000000049259.jpg,134.325,58.372,0.828
val2017/000000014380.jpg,130.096,66.277,0.006
val2017/000000127987.jpg,139.291,75.218,0.76
val2017/000000233567.jpg,133.926,65.235,0.004
val2017/000000465179.jpg,131.605,64.897,0.905
val2017/000000163682.jpg,132.711,79.738,0.818
val2017/000000187055.jpg,140.82,57.025,0.715
val2017/000000481480.jpg,124.282,47.81,0.312
val2017/000000459500.jpg,129.668,57.509,0.002
val2017/000000234607.jpg,133.481,57.85,0.864
val2017/000000357737.jpg,132.373,57.204,0.93
val2017/000000245173.jpg,133.141,78.83,0.01
val2017/000000496597.jpg,130.682,61.047,0.326
val2017/000000517056.jpg,131.096,85.776,0.786
val2017/000000449661.jpg,133.172,38.509,0.857
val2017/000000436738.jpg,128.967,46.612,0.822
val2017/000000177065.jpg,130.081,67.73,0.82
val2017/000000088848.jpg,136.486,74.521,0.819
val2017/000000381587.jpg,134.131,73.804,0.342
val2017/000000174482.jpg,131.848,56.093,0.019
val2017/000000302452.jpg,139.275,41.854,0.693
val2017/000000136334.jpg,131.673,75.496,0.726
val2017/000000125211.jpg,132.634,87.778,0.005
val2017/000000163290.jpg,125.841,42.93,0.001
val2017/000000372577.jpg,122.904,37.754,0.922
val2017/000000565962.jpg,135.307,87.838,0.021
val2017/000000500270.jpg,131.44,79.637,0.815
val2017/000000437514.jpg,135.098,51.36,0.003
val2017/000000462756.jpg,136.646,69.744,0.359
val2017/000000511076.jpg,135.031,73.25,0.806
val2017/000000520324.jpg,134.213,53.388,0.305
val2017/000000371529.jpg,135.613,65.895,0.679
val2017/000000522393.jpg,130.645,55.136,0.747
val2017/000000488710.jpg,131.099,59.737,0.801
val2017/000000553990.jpg,136.559,50.64,0.774
val2017/000000134722.jpg,130.137,89.915,0.157
val2017/000000293071.jpg,131.235,57.833,0.003
val2017/000000445834.jpg,129.246,94.623,0.884
val2017/000000197528.jpg,133.092,51.964,0.007
val2017/000000394611.jpg,131.984,71.636,0.002
val2017/000000213816.jpg,131.778,58.065,0.321
val2017/000000118209.jpg,136.394,73.21,0.01
val2017/000000566923.jpg,132.982,63.369,0.783
val2017/000000253835.jpg,132.605,67.604,0.874
val2017/000000039769.jpg,119.869,51.252,0.004
val2017/000000159458.jpg,142.507,41.016,0.429
val2017/000000185802.jpg,136.042,51.382,0.198
val2017/000000338625.jpg,133.081,63.895,0.7
val2017/000000088485.jpg,130.355,67.741,0.786
val2017/000000325838.jpg,132.469,48.78,0.817
val2017/000000266981.jpg,132.412,61.53,0.899
val2017/000000052891.jpg,139.273,35.159,0.212
val2017/000000401991.jpg,132.255,40.553,0.006
val2017/000000527215.jpg,106.782,54.939,0.77
val2017/000000319100.jpg,134.261,67.416,0.831
val2017/000000185292.jpg,128.594,42.314,0.666
val2017/000000418062.jpg,133.973,99.056,0.812
val2017/000000453341.jpg,132.926,60.187,0.851
val2017/000000026204.jpg,132.722,68.787,0.804
val2017/000000132931.jpg,136.483,48.796,0.933
val2017/000000044877.jpg,132.634,62.77,0.816
val2017/000000078032.jpg,129.275,57.187,0.01
val2017/000000061171.jpg,135.169,71.477,0.012
val2017/000000087742.jpg,135.924,82.46,0.0
val2017/000000139077.jpg,135.224,53.327,0.841
val2017/000000313562.jpg,134.542,71.218,0.781
val2017/000000181666.jpg,130.883,69.063,0.758
val2017/000000398203.jpg,133.935,69.294,0.841
val2017/000000500613.jpg,129.939,55.912,0.043
val2017/000000393056.jpg,130.96,31.963,0.743
val2017/000000335177.jpg,135.047,72.027,0.002
val2017/000000453584.jpg,133.216,59.081,0.005
val2017/000000384670.jpg,136.753,27.803,0.907
val2017/000000233727.jpg,133.261,48.965,0.875
val2017/000000163257.jpg,136.817,83.743,0.879
val2017/000000448410.jpg,136.321,71.893,0.813
val2017/000000236166.jpg,134.231,74.854,0.658
val2017/000000260657.jpg,133.1,75.465,0.0
val2017/000000095069.jpg,132.491,90.868,0.002
val2017/000000414795.jpg,135.015,55.763,0.812
val2017/000000572900.jpg,133.882,44.233,0.924
val2017/000000216277.jpg,132.61,32.848,0.329
val2017/000000289659.jpg,138.748,57.484,0.007
val2017/000000460160.jpg,133.133,28.626,0.212
val2017/000000171298.jpg,133.069,71.269,0.002
val2017/000000388258.jpg,131.609,77.648,0.302
val2017/000000350148.jpg,135.962,73.777,0.789
val2017/000000100238.jpg,134.593,69.071,0.922
val2017/000000561256.jpg,145.512,55.462,0.793
val2017/000000568195.jpg,138.285,63.869,0.802
val2017/000000117645.jpg,132.907,22.907,0.792
val2017/000000502168.jpg,132.96,84.055,0.833
val2017/000000377393.jpg,135.849,52.487,0.433
val2017/000000448810.jpg,137.391,65.108,0.738
val2017/000000015440.jpg,138.736,60.624,0.155
val2017/000000065074.jpg,143.781,69.387,0.004
val2017/000000115898.jpg,135.274,62.094,0.894
val2017/000000093261.jpg,134.987,64.406,0.725
val2017/000000516173.jpg,139.167,73.528,0.824
val2017/000000385190.jpg,134.275,66.783,0.706
val2017/000000562121.jpg,137.128,54.097,0.002
val2017/000000026465.jpg,131.961,83.686,0.376
val2017/000000469192.jpg,132.627,47.774,0.401
val2017/000000098497.jpg,132.345,63.262,0.438
val2017/000000445846.jpg,140.636,50.715,0.003
val2017/000000194471.jpg,131.443,73.625,0.887
val2017/000000064462.jpg,133.673,92.863,0.913
val2017/000000477689.jpg,135.629,90.556,0.756
val2017/000000372349.jpg,135.725,27.852,0.833
val2017/000000410612.jpg,134.867,64.347,0.032
val2017/000000462629.jpg,142.258,89.225,0.003
val2017/000000368212.jpg,139.51,53.375,0.925
val2017/000000130465.jpg,134.332,88.359,0.04
val2017/000000001532.jpg,132.488,57.544,0.065
val2017/000000289417.jpg,132.023,37.594,0.904
val2017/000000287959.jpg,137.069,58.142,0.191
val2017/000000178744.jpg,135.518,62.46,0.506
val2017/000000297147.jpg,134.755,68.12,0.769
val2017/000000123480.jpg,134.254,28.418,0.697
val2017/000000563758.jpg,137.435,74.457,0.002
val2017/000000563702.jpg,134.776,71.896,0.779
val2017/000000336356.jpg,132.764,72.091,0.718
val2017/000000019402.jpg,143.914,79.326,0.649
val2017/000000542127.jpg,125.499,67.954,0.747
val2017/000000511453.jpg,138.834,58.56,0.108
val2017/000000053994.jpg,137.878,70.304,0.003
val2017/000000133233.jpg,133.611,72.202,0.059
val2017/000000443844.jpg,141.503,52.024,0.897
val2017/000000497867.jpg,135.714,75.724,0.678
val2017/000000481386.jpg,130.931,57.051,0.768
val2017/000000292082.jpg,134.22,62.505,0.796
val2017/000000281754.jpg,135.583,64.094,0.896
val2017/000000334719.jpg,141.026,34.644,0.85
val2017/000000333402.jpg,133.703,77.484,0.836
val2017/000000507473.jpg,137.804,50.807,0.88
val2017/000000567740.jpg,131.799,64.81,0.884
val2017/000000393226.jpg,135.034,63.995,0.864
val2017/000000377814.jpg,131.311,59.284,0.003
val2017/000000239537.jpg,145.735,32.224,0.913
val2017/000000047819.jpg,134.956,78.261,0.905
val2017/000000484978.jpg,134.942,98.75,0.834
val2017/000000043435.jpg,132.258,38.693,0.724
val2017/000000521819.jpg,140.341,85.484,0.884
val2017/000000437110.jpg,133.758,73.972,0.021
val2017/000000404191.jpg,143.469,34.107,0.002
val2017/000000190007.jpg,133.117,71.605,0.809
val2017/000000508730.jpg,149.678,51.476,0.918
val2017/000000298697.jpg,141.856,32.339,0.027
val2017/000000450758.jpg,138.201,64.244,0.016
val2017/000000496722.jpg,134.0,71.337,0.047
val2017/000000505942.jpg,135.251,55.506,0.846
val2017/000000083113.jpg,138.991,70.863,0.0
val2017/000000395633.jpg,135.716,62.104,0.174
val2017/000000278749.jpg,135.333,61.172,0.879
val2017/000000523811.jpg,137.567,35.971,0.0
val2017/000000546659.jpg,136.395,74.315,0.589
val2017/000000197004.jpg,145.823,64.201,0.005
val2017/000000507667.jpg,136.292,60.952,0.74
val2017/000000387916.jpg,132.857,62.868,0.843
val2017/000000328337.jpg,139.42,50.738,0.746
val2017/000000119641.jpg,138.539,55.022,0.822
val2017/000000470773.jpg,138.054,82.717,0.635
val2017/000000093154.jpg,135.707,63.674,0.665
val2017/000000548555.jpg,137.867,61.269,0.348
val2017/000000215259.jpg,137.793,64.536,0.923
val2017/000000370208.jpg,136.993,56.39,0.351
val2017/000000027972.jpg,146.375,47.356,0.815
val2017/000000437331.jpg,134.529,47.996,0.809
val2017/000000202228.jpg,136.565,50.614,0.866
val2017/000000171788.jpg,140.687,52.109,0.854
val2017/000000377486.jpg,136.962,50.181,0.875
val2017/000000489014.jpg,134.776,55.667,0.121
val2017/000000304180.jpg,138.732,67.644,0.864
val2017/000000016228.jpg,133.705,58.5,0.781
val2017/000000157046.jpg,143.887,65.122,0.323
val2017/000000189436.jpg,139.316,50.76,0.001
val2017/000000560880.jpg,140.65,33.683,0.809
val2017/000000334417.jpg,137.511,60.83,0.644
val2017/000000455624.jpg,141.642,57.397,0.85
val2017/000000530624.jpg,137.379,70.84,0.0
val2017/000000163057.jpg,137.767,68.662,0.88
val2017/000000261036.jpg,146.793,40.746,0.904
val2017/000000542776.jpg,137.71,53.739,0.262
val2017/000000076416.jpg,136.416,61.776,0.641
val2017/000000275058.jpg,136.188,63.866,0.788
val2017/000000516708.jpg,137.656,92.276,0.012
val2017/000000058393.jpg,136.453,90.023,0.526
val2017/000000361551.jpg,135.934,44.626,0.897
val2017/000000157601.jpg,138.926,78.329,0.66
val2017/000000129416.jpg,138.805,53.48,0.002
val2017/000000311518.jpg,139.756,58.931,0.004
val2017/000000376112.jpg,132.766,77.852,0.808
val2017/000000273760.jpg,143.314,29.799,0.925
val2017/000000393282.jpg,136.336,67.611,0.028
val2017/000000428111.jpg,141.934,69.296,0.73
val2017/000000315001.jpg,142.852,72.306,0.0
val2017/000000119911.jpg,137.241,37.023,0.881
val2017/000000404805.jpg,137.539,35.576,0.707
val2017/000000133567.jpg,135.682,65.681,0.706
val2017/000000367228.jpg,142.389,79.853,0.701
val2017/000000140270.jpg,147.546,35.439,0.768
val2017/000000455301.jpg,142.133,57.538,0.751
val2017/000000064898.jpg,139.225,51.753,0.8
val2017/000000323895.jpg,144.64,37.071,0.898
val2017/000000050943.jpg,133.758,50.527,0.849
val2017/000000331352.jpg,143.702,48.481,0.0
val2017/000000018519.jpg,139.728,62.589,0.806
val2017/000000012280.jpg,137.5,58.024,0.725
val2017/000000163117.jpg,138.865,92.237,0.76
val2017/000000217060.jpg,122.496,14.379,0.002
val2017/000000188296.jpg,141.355,75.064,0.853
val2017/000000421757.jpg,135.681,49.627,0.146
val2017/000000505638.jpg,137.21,75.284,0.767
val2017/000000294695.jpg,136.451,45.228,0.896
val2017/000000094751.jpg,136.562,46.647,0.457
val2017/000000549738.jpg,136.751,64.772,0.721
val2017/000000434247.jpg,139.858,46.082,0.476
val2017/000000016598.jpg,133.795,59.728,0.845
val2017/000000036678.jpg,137.86,67.802,0.105
val2017/000000481159.jpg,138.457,85.782,0.014
val2017/000000051938.jpg,127.984,29.717,0.859
val2017/000000504000.jpg,136.643,69.646,0.689
val2017/000000388215.jpg,136.858,48.721,0.896
val2017/000000155154.jpg,137.659,41.436,0.001
val2017/000000452515.jpg,136.486,53.115,0.798
val2017/000000280710.jpg,137.999,80.728,0.798
val2017/000000273132.jpg,137.595,60.101,0.799
val2017/000000355257.jpg,141.292,65.512,0.811
val2017/000000206838.jpg,137.642,51.135,0.767
val2017/000000173044.jpg,136.454,77.807,0.001
val2017/000000128051.jpg,140.219,79.666,0.15
val2017/000000529939.jpg,139.527,79.218,0.8
val2017/000000494427.jpg,138.0,64.522,0.002
val2017/000000409542.jpg,138.237,60.764,0.742
val2017/000000334767.jpg,137.916,97.444,0.903
val2017/000000061747.jpg,135.652,80.806,0.883
val2017/000000577976.jpg,138.287,73.892,0.008
val2017/000000463849.jpg,139.884,74.418,0.552
val2017/000000246522.jpg,136.613,93.045,0.004
val2017/000000308793.jpg,137.453,55.259,0.729
val2017/000000151662.jpg,138.805,64.592,0.003
val2017/000000508639.jpg,140.779,83.904,0.087
val2017/000000006460.jpg,138.177,57.897,0.537
val2017/000000013774.jpg,137.406,58.227,0.845
val2017/000000278973.jpg,135.42,78.476,0.782
val2017/000000033854.jpg,137.955,95.418,0.813
val2017/000000323496.jpg,139.357,37.216,0.895
val2017/000000578545.jpg,134.56,50.548,0.698
val2017/000000015660.jpg,134.795,65.152,0.713
val2017/000000369675.jpg,139.433,80.108,0.515
val2017/000000450559.jpg,142.645,81.428,0.845
val2017/000000212226.jpg,143.065,86.142,0.673
val2017/000000474293.jpg,138.206,52.437,0.772
val2017/000000273715.jpg,134.264,68.402,0.891
val2017/000000079188.jpg,141.115,73.577,0.001
val2017/000000109313.jpg,140.73,54.607,0.888
val2017/000000341681.jpg,132.947,29.547,0.808
val2017/000000524850.jpg,140.518,85.05,0.79
val2017/000000203639.jpg,140.064,78.371,0.629
val2017/000000038048.jpg,140.265,90.718,0.822
val2017/000000544052.jpg,138.308,75.713,0.617
val2017/000000492110.jpg,140.142,67.734,0.785
val2017/000000015517.jpg,137.927,72.35,0.106
val2017/000000334006.jpg,138.78,64.971,0.756
val2017/000000477955.jpg,125.204,41.211,0.824
val2017/000000123633.jpg,146.162,63.331,0.769
val2017/000000187362.jpg,138.378,36.185,0.904
val2017/000000272364.jpg,138.933,71.489,0.0
val2017/000000193348.jpg,151.487,46.118,0.64
val2017/000000055022.jpg,140.436,52.876,0.815
val2017/000000249025.jpg,148.061,44.649,0.004
val2017/000000041990.jpg,138.366,72.136,0.882
val2017/000000411530.jpg,138.088,67.355,0.817
val2017/000000127270.jpg,138.607,53.132,0.962
val2017/000000357816.jpg,140.24,78.149,0.866
val2017/000000408774.jpg,147.974,57.127,0.872
val2017/000000199977.jpg,130.681,46.786,0.001
val2017/000000273420.jpg,139.218,52.983,0.766
val2017/000000531135.jpg,144.907,66.332,0.84
val2017/000000055002.jpg,141.572,48.015,0.02
val2017/000000189775.jpg,138.282,55.304,0.893
val2017/000000024919.jpg,145.581,45.84,0.004
val2017/000000001425.jpg,139.29,77.569,0.226
val2017/000000486104.jpg,138.066,54.756,0.844
val2017/000000150224.jpg,139.673,60.045,0.721
val2017/000000513524.jpg,137.03,59.115,0.823
val2017/000000387387.jpg,139.166,65.059,0.354
val2017/000000478721.jpg,138.189,51.844,0.89
val2017/000000280325.jpg,141.909,53.691,0.044
val2017/000000341719.jpg,135.658,53.532,0.789
val2017/000000479126.jpg,142.398,80.231,0.851
val2017/000000440617.jpg,138.77,79.516,0.064
val2017/000000363840.jpg,141.313,99.664,0.661
val2017/000000421060.jpg,139.08,49.32,0.72
val2017/000000071226.jpg,142.183,67.715,0.026
val2017/000000287527.jpg,142.739,49.758,0.635
val2017/000000199395.jpg,134.109,20.831,0.724
val2017/000000224664.jpg,141.221,70.494,0.487
val2017/000000367818.jpg,145.819,78.092,0.888
val2017/000000208423.jpg,133.182,33.153,0.101
val2017/000000137106.jpg,139.789,37.877,0.487
val2017/000000203389.jpg,140.963,61.321,0.813
val2017/000000365655.jpg,139.194,68.882,0.767
val2017/000000080666.jpg,141.562,68.098,0.091
val2017/000000158548.jpg,146.111,54.335,0.787
val2017/000000085911.jpg,141.759,59.607,0.053
val2017/000000201646.jpg,140.687,60.188,0.697
val2017/000000281759.jpg,140.234,69.952,0.912
val2017/000000229553.jpg,138.95,37.434,0.853
val2017/000000490171.jpg,138.348,30.23,0.755
val2017/000000517523.jpg,141.46,32.817,0.0
val2017/000000450075.jpg,138.393,67.435,0.631
val2017/000000192670.jpg,145.047,63.126,0.863
val2017/000000205282.jpg,141.636,79.69,0.007
val2017/000000097679.jpg,139.835,59.048,0.43
val2017/000000027768.jpg,139.394,83.654,0.663
val2017/000000499775.jpg,141.243,97.979,0.007
val2017/000000451714.jpg,137.235,67.282,0.912
val2017/000000416534.jpg,140.078,72.897,0.166
val2017/000000130386.jpg,140.036,82.502,0.7
val2017/000000025057.jpg,144.77,65.681,0.89
val2017/000000146358.jpg,144.617,71.285,0.736
val2017/000000482487.jpg,141.752,38.833,0.012
val2017/000000086755.jpg,138.52,82.689,0.831
val2017/000000498032.jpg,142.33,70.698,0.633
val2017/000000428562.jpg,140.997,74.524,0.51
val2017/000000468501.jpg,140.515,61.703,0.901
val2017/000000471756.jpg,140.546,57.508,0.774
val2017/000000420069.jpg,144.198,52.262,0.88
val2017/000000324158.jpg,142.789,56.525,0.834
val2017/000000535858.jpg,139.909,36.296,0.749
val2017/000000539143.jpg,142.972,76.482,0.075
val2017/000000376365.jpg,139.978,83.178,0.612
val2017/000000542423.jpg,142.495,79.309,0.71
val2017/000000257169.jpg,143.012,62.975,0.296
val2017/000000289960.jpg,141.249,66.069,0.863
val2017/000000243867.jpg,139.942,54.448,0.454
val2017/000000433374.jpg,144.934,37.308,0.0
val2017/000000394199.jpg,149.253,67.974,0.535
val2017/000000383443.jpg,143.208,42.03,0.268
val2017/000000102411.jpg,142.185,85.25,0.891
val2017/000000500565.jpg,143.861,55.487,0.705
val2017/000000235241.jpg,138.906,57.005,0.817
val2017/000000514797.jpg,137.129,47.705,0.867
val2017/000000063552.jpg,150.623,69.952,0.001
val2017/000000334521.jpg,144.775,73.71,0.316
val2017/000000064495.jpg,138.858,44.023,0.0
val2017/000000166747.jpg,136.69,51.762,0.774
val2017/000000344909.jpg,141.831,56.144,0.006
val2017/000000372819.jpg,148.418,40.801,0.818
val2017/000000105455.jpg,141.55,69.185,0.028
val2017/000000516316.jpg,147.326,61.178,0.003
val2017/000000099024.jpg,142.018,42.624,0.561
val2017/000000350002.jpg,140.998,59.894,0.762
val2017/000000500257.jpg,141.651,77.637,0.839
val2017/000000542856.jpg,141.44,67.404,0.799
val2017/000000006954.jpg,145.942,69.488,0.849
val2017/000000090155.jpg,142.785,82.437,0.001
val2017/000000446206.jpg,144.698,83.795,0.374
val2017/000000289343.jpg,141.804,52.039,0.812
val2017/000000012062.jpg,142.134,56.241,0.001
val2017/000000433204.jpg,143.27,74.421,0.864
val2017/000000078565.jpg,146.648,27.124,0.799
val2017/000000512248.jpg,139.164,55.6,0.002
val2017/000000154004.jpg,145.506,61.144,0.856
val2017/000000576031.jpg,140.971,78.809,0.877
val2017/000000441286.jpg,139.529,54.896,0.699
val2017/000000463802.jpg,143.558,63.027,0.653
val2017/000000259625.jpg,145.987,65.354,0.001
val2017/000000144932.jpg,142.491,17.733,0.006
val2017/000000407298.jpg,146.793,52.637,0.803
val2017/000000551215.jpg,147.722,31.768,0.917
val2017/000000363188.jpg,142.517,66.866,0.85
val2017/000000006723.jpg,140.934,65.785,0.399
val2017/000000126137.jpg,140.211,67.368,0.89
val2017/000000456015.jpg,142.269,39.821,0.809
val2017/000000176901.jpg,141.307,48.317,0.831
val2017/000000398742.jpg,142.314,85.011,0.797
val2017/000000190841.jpg,143.297,87.101,0.721
val2017/000000541664.jpg,141.159,70.168,0.143
val2017/000000191013.jpg,143.863,56.806,0.77
val2017/000000347544.jpg,138.364,67.195,0.171
val2017/000000161781.jpg,141.502,72.752,0.829
val2017/000000222458.jpg,142.374,78.198,0.808
val2017/000000282037.jpg,149.552,64.105,0.905
val2017/000000262587.jpg,142.631,33.625,0.854
val2017/000000331799.jpg,142.852,57.668,0.853
val2017/000000051712.jpg,142.506,81.204,0.85
val2017/000000211674.jpg,142.37,83.584,0.726
val2017/000000342006.jpg,143.595,72.691,0.182
val2017/000000364884.jpg,140.289,77.5,0.537
val2017/000000466986.jpg,142.657,78.506,0.691
val2017/000000493613.jpg,145.037,43.767,0.101
val2017/000000395903.jpg,142.781,55.735,0.726
val2017/000000166664.jpg,144.46,62.284,0.009
val2017/000000279714.jpg,143.858,80.026,0.001
val2017/000000216516.jpg,140.445,66.126,0.845
val2017/000000053624.jpg,145.761,55.429,0.617
val2017/000000170595.jpg,144.32,68.812,0.006
val2017/000000323202.jpg,144.525,64.526,0.353
val2017/000000037689.jpg,139.014,78.225,0.712
val2017/000000300842.jpg,141.718,71.159,0.356
val2017/000000371042.jpg,149.959,58.759,0.891
val2017/000000249786.jpg,134.698,68.864,0.693
val2017/000000293474.jpg,144.001,51.956,0.658
val2017/000000430048.jpg,141.72,46.942,0.001
val2017/000000139871.jpg,144.745,60.554,0.012
val2017/000000297022.jpg,145.246,82.805,0.821
val2017/000000252507.jpg,140.325,65.166,0.876
val2017/000000242724.jpg,144.572,46.722,0.823
val2017/000000057149.jpg,143.531,63.533,0.11
val2017/000000562207.jpg,144.048,74.246,0.924
val2017/000000478862.jpg,143.049,59.219,0.875
val2017/000000102331.jpg,148.406,53.223,0.763
val2017/000000501023.jpg,143.094,58.413,0.002
val2017/000000389197.jpg,136.452,51.006,0.801
val2017/000000456662.jpg,142.541,69.636,0.929
val2017/000000023023.jpg,143.208,46.705,0.001
val2017/000000496854.jpg,143.851,65.255,0.917
val2017/000000049761.jpg,146.211,34.263,0.016
val2017/000000263594.jpg,144.439,72.408,0.081
